ST	Oxf_gltA	Oxf_gyrB	Oxf_gdhB	Oxf_recA	Oxf_cpn60	Oxf_gpi	Oxf_rpoD	clonal_complex	species
2217	1	17	12	11	4	279	3		
2218	18	17	59	37	1	200	6		
2219	91	164	137	7	56	279	10		
2220	33	12	40	26	32	104	5		
2221	1	46	135	11	1	173	30		
2222	1	122	140	2	4	98	5		
2223	1	183	12	12	1	107	26		
2224	36	31	62	31	22	54	4		
2225	21	12	207	26	32	193	5		
2226	1	33	66	12	33	142	41		
2227	51	54	49	11	48	83	4		
2228	21	17	2	28	1	253	4		
2229	1	34	80	28	32	164	4		
2230	1	54	59	28	4	374	45		
2231	1	62	80	28	35	157	45		
2232	21	12	2	28	107	104	4		
2233	2	44	58	1	1	157	41		
2234	1	90	234	39	1	178	189		
2235	35	12	2	28	22	193	4		
2236	33	34	80	28	22	178	4		
2237	61	12	2	28	1	175	5		
2238	1	48	3	11	1	173	30		
2239	51	12	40	26	32	375	4		
2240	98	12	40	26	32	158	4		
2241	22	15	13	12	4	169	32		
2242	21	35	2	28	35	104	4		
2243	1	15	12	6	1	153	45		
2244	33	12	40	26	32	203	4		
2245	60	12	140	1	1	145	107		
2246	18	87	2	28	1	140	71		
2247	21	35	2	28	1	376	4		
2248	34	232	194	41	4	103	4		
2249	33	12	40	1	32	109	5		
2250	152	48	58	42	36	109	4		
2251	1	35	139	28	1	96	190		
2252	25	65	93	156	27	310	191		
2253	125	65	142	30	160	114	28		
2254	153	233	14	21	161	342	192		
2255	11	233	14	20	162	254	193		
2256	91	240	84	7	58	383	194		
2257	56	234	137	67	55	247	75		
2258	75	235	179	67	145	377	170		
2259	156	241	239	67	167	384	88		
2260	91	164	137	7	168	247	10		
2261	91	211	240	158	100	385	199		
2262	101	236	235	159	52	378	194		
2263	129	237	169	67	163	379	195		
2264	49	238	236	160	164	248	196		
2265	49	238	119	160	164	248	196		
2266	158	224	237	67	169	380	197		
2267	155	226	238	157	166	382	198		
2268	115	242	241	161	170	387	201		
2269	43	65	93	56	25	254	29		Acinetobacter nosocomialis
2270	10	12	4	11	4	388	5		A. baumannii
2271	1	1	135	46	28	99	138		A. baumannii
2272	28	38	3	2	16	108	2		
2273	112	214	190	91	85	327	97		
2274	112	214	101	119	79	323	98		
2275	1	15	3	2	2	237	3		
2276	1	17	139	12	139	170	5		
2277	1	46	233	12	89	142	2		
2278	1	15	59	12	1	79	6		
2279	1	15	189	70	2	106	3		
2280	1	15	2	28	1	265	32		
2281	10	15	3	2	2	98	3		
2282	1	17	3	2	2	219	3		
2283	1	33	3	2	2	142	3		
2284	1	15	189	2	2	106	3		
2285	1	53	3	102	2	142	3		
2286	1	12	42	12	1	157	4		
2287	21	48	58	42	36	304	4		
2288	1	52	67	6	69	306	147		
2289	1	15	42	11	35	172	7		
2290	10	12	3	2	16	98	5		
2291	18	48	59	11	71	331	30		
2292	1	3	10	74	36	195	77		
2293	1	122	67	10	1	99	50		
2294	21	48	58	42	36	25	4		
2295	1	35	40	28	22	143	5		
2296	1	102	80	28	1	193	4		
2297	18	19	242	1	4	110	4		
2298	51	12	2	28	48	145	4		
2299	12	35	107	6	1	102	40		
2300	1	33	244	1	1	368	5		
2301	1	12	40	48	32	107	5		
2302	33	12	59	11	32	172	5		
2303	33	31	2	28	48	253	5		
2304	15	48	58	42	4	54	41		
2305	1	15	2	133	1	107	32		
2306	1	12	32	74	1	178	14		
2307	60	12	140	1	4	175	107		
2308	1	12	58	42	32	391	5		
2309	1	34	40	26	22	107	5		
2310	1	54	49	162	48	107	4		
2311	18	87	2	28	1	107	71		
2312	21	245	245	6	69	140	4		
2313	33	12	40	1	32	392	5		
2314	23	20	20	18	17	10	27		
2315	56	104	137	67	55	25	75		
2316	10	3	3	1	1	1	14		
2317	60	243	107	10	171	161	202		
2318	24	244	134	28	48	170	203		
2319	1	48	8	11	1	389	6		
2320	33	31	2	28	1	390	5		
2321	10	38	182	11	4	98	5		
2322	1	17	189	2	2	100	3		
2323	10	12	182	11	4	141	5		
2324	1	17	189	2	2	98	3		
2325	28	38	45	1	16	96	2		
2326	1	3	189	2	2	178	3		
2327	1	38	3	2	2	200	3		
2328	56	100	137	7	51	247	74		
2329	18	87	2	28	1	102	71		
2330	56	104	137	67	55	94	75		
2331	2	21	182	32	26	106	5		
2332	22	59	176	1	4	99	26		
2333	21	12	140	1	4	393	4		
2334	1	35	243	11	4	201	204		
2335	1	3	3	2	2	395	3		
2336	1	3	3	2	2	114	3		
2337	56	100	246	7	51	247	74		
2338	1	15	189	138	137	142	164		
2339	33	12	49	11	48	145	4		
2340	33	58	257	1	1	284	40		
2341	162	246	247	142	134	398	88		
2342	75	80	250	87	142	362	131		
2343	77	104	252	165	55	401	75		
2344	161	77	67	1	1	289	5		
2345	163	247	249	164	176	399	207		
2346	1	3	3	2	177	106	3		
2347	1	35	12	12	4	163	211		
2348	1	45	139	11	53	54	41		
2349	1	15	3	2	2	265	3		
2350	1	3	3	2	2	106	205		
2351	56	104	137	67	174	279	75		
2352	59	211	137	87	77	396	91		
2353	62	104	196	87	175	247	74		
2354	62	165	145	67	52	397	139		
2355	31	33	211	40	16	110	7		
2356	56	164	137	7	51	292	206		
2357	56	100	248	7	51	255	74		
2358	1	34	3	2	2	113	3		
2359	62	164	251	87	175	396	74		
2360	91	164	137	7	56	400	10		
2361	56	104	137	67	174	401	75		
2362	1	3	3	2	2	402	3		
2363	10	254	59	2	4	98	4		
2364	164	248	169	7	178	353	88		
2365	1	72	253	11	4	54	3		
2366	15	249	58	42	23	54	41		
2367	1	3	3	2	2	408	3		
2368	56	104	137	67	55	401	75		
2369	34	12	254	41	32	104	4		
2370	1	3	3	2	3	160	3		
2371	21	35	2	28	1	104	4		
2372	1	12	2	28	1	104	4		
2373	1	1	13	12	94	331	2		
2374	2	3	10	74	36	195	77		
2375	21	35	2	28	48	83	4		
2376	18	38	42	107	4	102	26		
2377	33	12	40	26	32	113	5		
2378	1	62	80	28	35	164	30		
2379	21	35	2	28	1	25	4		
2380	51	90	49	11	48	54	4		
2381	1	31	12	11	4	54	3		
2382	2	123	42	10	1	211	5		
2383	33	12	59	11	32	140	5		
2384	1	12	12	11	4	320	3		
2385	1	97	8	10	4	103	3		
2386	1	59	38	162	1	158	4		
2387	59	211	137	87	77	279	91		
2388	57	104	138	7	52	239	75		
2389	91	211	122	87	145	361	168		
2390	56	104	137	7	51	223	74		
2391	1	15	58	42	4	54	110		
2392	22	15	13	12	4	368	2		
2393	1	17	13	28	1	153	6		
2394	57	103	138	7	52	247	75		
2395	1	38	42	6	1	285	4		
2396	1	12	12	11	4	97	3		
2397	1	62	80	28	35	111	30		
2398	18	15	3	10	2	201	4		
2399	34	1	68	41	32	157	4		
2400	1	17	82	39	1	160	7		
2401	1	17	2	46	101	157	6		
2402	33	12	40	26	32	222	5		
2403	33	12	2	28	32	157	5		
2404	1	15	56	1	1	157	26		
2405	1	38	65	45	4	144	26		
2406	36	57	59	28	4	103	4		
2407	1	34	56	1	4	178	45		
2408	21	35	2	28	1	299	4		
2409	1	54	80	28	1	164	45		
2410	33	31	2	28	48	54	5		
2411	25	37	55	20	25	254	55		
2412	1	98	62	31	4	142	45		
2413	51	12	40	1	48	175	4		
2414	33	12	40	26	32	203	5		
2415	25	37	55	20	25	343	55		
2416	27	35	99	55	25	191	60		
2417	1	64	109	1	23	153	26		
2418	1	35	186	11	4	387	6		
2419	21	12	2	28	4	83	4		
2420	1	17	3	2	2	198	3		
2421	26	36	43	20	25	409	28		
2422	1	58	264	178	48	413	5		
2423	1	3	3	2	2	412	3		
2424	1	123	83	6	4	410	87		
2425	1	12	265	6	1	368	4		
2426	167	33	67	6	29	140	26		
2427	61	12	267	28	1	145	5		
2428	21	35	2	28	1	411	4		
2429	1	52	266	6	1	140	4		
2430	33	12	40	1	1	4	5		
2431	1	21	67	6	29	140	5		
2432	10	53	182	11	4	142	5		
2433	1	15	182	11	4	98	4		
2434	1	15	67	167	1	140	4		
2435	2	52	77	48	1	140	5		
2436	1	35	67	33	4	163	5		
2437	1	91	32	11	1	137	6		
2438	1	108	77	46	23	103	30		
2439	1	17	269	6	4	79	214		
2440	31	17	67	40	1	108	7		
2441	1	12	13	12	4	142	2		
2442	33	12	40	26	48	54	5		
2443	51	54	49	11	1	145	4		
2444	1	35	252	28	4	87	6		
2445	91	80	137	158	100	385	199		
2446	1	54	59	28	4	162	6		
2447	91	246	270	67	125	416	170		
2448	59	165	157	52	39	313	65		
2449	36	102	62	31	22	279	4		
2450	1	15	12	134	4	163	4		
2451	33	12	212	31	32	188	45		
2452	10	12	3	2	4	79	5		
2453	1	15	11	48	18	114	43		
2454	2	21	12	32	26	142	5		
2455	1	1	13	12	94	16	2		
2456	1	15	189	2	2	265	3		
2457	60	17	140	1	4	83	107		
2458	33	31	2	28	1	157	5		
2459	21	35	2	28	1	372	4		
2460	21	12	271	28	32	372	4		
2461	1	3	189	2	2	153	3		
2462	143	3	224	149	25	97	178		
2463	1	81	3	2	2	219	3		
2464	42	36	273	30	182	114	215		
2465	42	36	128	30	182	114	215		
2466	27	37	44	34	187	418	62		
2467	26	65	274	30	25	114	57		
2468	83	137	275	183	183	250	98		
2469	49	257	276	118	185	417	216		
2470	154	258	277	157	120	380	143		
2471	172	259	279	185	188	419	218		
2472	33	12	40	31	32	157	45		
2473	1	1	109	1	23	153	26		
2474	1	34	80	28	1	169	45		
2475	33	12	40	26	32	191	4		
2476	1	10	8	6	1	295	14		
2477	1	43	8	1	1	99	133		
2478	31	43	162	6	1	103	4		
2479	1	12	80	28	1	164	45		
2480	3	74	10	46	4	421	45		
2481	21	48	58	42	36	422	4		
2482	21	48	58	42	189	114	4		
2483	1	1	66	187	33	178	41		
2484	18	35	243	11	4	102	2		
2485	1	98	12	6	1	149	45		
2486	1	35	67	6	4	163	5		
2487	24	1	212	31	4	423	220		
2488	21	3	40	26	32	276	5		
2489	51	3	49	11	48	103	4		
2490	51	54	49	11	48	54	39		
2491	1	3	3	102	2	98	3		
2492	1	15	3	2	2	55	3		
2493	1	1	66	12	33	205	41		
2494	18	31	58	42	4	25	26		
2495	21	12	2	28	1	104	5		
2496	21	15	2	28	1	144	4		
2497	21	35	2	28	1	425	4		
2498	21	35	2	28	35	282	4		
2499	1	12	3	2	2	193	3		
2500	1	15	59	28	4	355	45		
2501	33	31	2	28	1	193	5		
2502	34	261	68	41	32	103	4		
2503	34	12	68	41	1	103	4		
2504	21	12	40	26	32	424	5		
2505	21	34	80	28	22	160	155		
2506	35	12	80	28	35	269	30		
2507	51	12	40	26	32	158	4		
2508	51	12	40	26	32	109	4		
2509	1	54	80	28	4	193	45		
2510	1	83	114	1	190	284	67		
2511	1	98	67	28	1	221	6		
2512	18	12	139	188	4	427	221		
2513	35	62	75	28	35	161	30		
2514	51	17	2	28	48	253	4		
2515	51	31	2	28	48	426	4		
2516	1	192	32	12	191	157	4		
2517	1	192	285	12	191	157	4		
2518	1	34	40	26	32	428	45		
2519	33	12	40	31	32	429	45		
2520	1	38	66	12	33	285	41		
2521	18	87	2	28	1	96	71		
2522	1	34	80	28	1	96	45		
2523	1	71	272	11	26	153	26		
2524	1	17	82	39	1	96	7		
2525	22	15	13	12	32	106	2		
2527	170	150	12	12	1	103	4		
2528	1	47	286	11	95	198	151		
2529	21	35	2	28	1	390	4		
2530	21	12	40	26	32	25	4		
2531	1	38	12	1	1	67	116		
2532	1	43	12	11	1	54	4		
2533	1	35	49	10	1	109	4		
2534	35	12	2	28	22	157	4		
2535	1	17	189	2	2	66	3		
2536	60	12	140	1	4	54	107		
2537	33	12	189	28	1	110	5		
2538	21	35	2	28	107	144	4		
2539	44	35	3	33	4	106	5		
2540	1	157	12	6	1	153	45		
2541	1	17	65	45	4	171	26		
2542	1	46	269	6	4	98	87		
2543	174	262	73	1	4	103	7		
2544	27	65	99	55	25	430	60		
2545	56	1	50	152	1	2	26		
2546	6	4	3	102	1	1	6		
2547	59	4	34	28	1	28	45		
2548	27	65	99	55	25	93	60		
2549	10	15	4	11	1	98	3		
2550	10	12	4	11	2	98	5		
2551	21	31	2	28	1	372	4		
2552	106	93	181	60	1	284	3		
2553	2	12	198	12	14	232	3		
2554	1	81	32	6	23	195	26		
2555	30	104	157	52	39	279	56		
2556	91	104	137	7	51	279	156		
2557	109	23	64	106	1	1	26		
2558	1	46	80	153	1	137	138		
2559	45	16	38	16	28	1	2		
2560	33	12	120	10	1	102	45		
2561	56	164	137	7	51	400	74		
2562	56	100	137	7	51	247	206		
2563	2	21	4	32	26	67	5		
2564	2	21	4	32	26	100	5		
2565	10	12	4	11	26	98	5		
2566	33	35	40	26	32	157	5		
2567	13	4	15	163	1	12	2		
2568	122	53	56	1	1	106	26		
2569	175	48	58	42	36	114	4		
2570	1	46	8	11	1	389	53		
2571	1	3	3	2	2	191	3		
2572	176	121	289	6	1	284	7		
2573	9	6	5	7	6	1	11		
2574	12	28	15	153	1	6	40		
2575	6	9	7	5	9	1	12		
2576	11	16	14	13	13	13	15		
2577	16	29	2	28	31	30	23		
2578	56	1	12	110	1	1	26		
2579	16	29	2	28	18	30	23		
2580	110	16	12	141	46	1	50		
2581	21	31	2	28	4	25	5		
2582	56	104	137	7	51	401	74		
2583	16	29	2	28	2	30	23		
2584	33	12	40	26	28	55	5		
2585	56	104	137	67	174	273	75		
2586	4	4	12	98	10	11	5		
2587	40	1	83	6	4	7	3		
2588	1	35	12	11	4	50	3		
2589	1	12	3	2	2	94	3		
2590	1	3	13	2	2	7	3		
2591	10	12	1	33	4	97	5		
2592	21	15	2	28	35	107	4		
2593	1	15	2	28	1	178	32		
2594	12	17	12	1	29	16	39		
2595	51	12	40	26	32	203	4		
2596	1	15	56	1	1	237	26		
2597	1	12	3	2	37	3	3		
2598	27	65	97	55	25	366	60		
2599	1	66	3	2	2	7	3		
2600	43	65	72	61	25	113	28		
2601	72	27	72	20	27	258	29		
2602	11	27	93	56	27	113	29		
2603	1	3	3	1	12	3	6		
2604	11	29	14	21	37	251	15		
2605	27	65	44	30	25	366	29		
2606	1	34	62	31	4	52	45		
2607	26	36	43	20	25	193	28		
2608	1	3	40	2	2	11	3		
2609	11	29	14	21	37	233	15		
2610	11	27	218	140	37	301	28		
2611	72	65	72	20	27	251	29		
2612	27	65	99	55	25	282	60		
2613	1	12	3	2	179	102	3		
2614	18	153	208	105	4	171	2		
2615	165	250	8	37	4	66	5		
2616	110	36	93	61	25	254	28		
2617	27	154	99	55	25	376	60		
2618	27	36	99	55	25	103	60		
2619	11	65	14	21	37	282	15		
2620	1	48	8	74	29	195	6		
2621	24	90	96	11	49	16	26		
2622	49	65	99	55	25	107	92		
2623	11	65	102	21	37	254	15		
2624	11	36	14	21	37	113	15		
2625	27	27	97	55	25	113	60		
2626	1	69	90	2	1	79	4		
2627	18	251	67	49	1	336	6		
2628	37	53	12	12	42	200	208		
2629	27	37	44	30	25	109	29		
2630	166	59	80	31	4	99	209		
2631	62	100	138	7	52	255	75		
2632	56	105	137	67	55	109	75		
2633	59	211	137	87	77	247	91		
2634	44	48	255	43	1	404	210		
2635	77	104	87	67	55	279	75		
2636	1	252	256	166	4	265	6		
2637	56	164	137	7	51	247	74		
2638	77	164	87	67	55	292	75		
2639	32	17	59	43	1	211	202		
2640	21	12	245	28	4	110	6		
2641	62	104	138	7	52	239	75		
2642	56	104	137	7	51	279	74		
2643	62	104	138	7	52	279	75		
2644	88	100	137	7	51	239	74		
2645	23	48	261	43	1	200	6		
2646	10	52	1	1	4	98	5		
2647	1	35	12	12	1	140	4		
2648	32	113	3	169	4	211	6		
2649	21	17	8	12	26	99	68		
2650	61	12	267	28	1	403	5		
2651	43	65	93	56	43	343	61		
2652	11	27	128	30	15	114	60		
2653	11	65	14	21	37	355	15		
2654	21	12	40	26	32	77	5		
2655	1	255	70	181	4	229	4		
2656	2	17	139	36	180	170	213		
2657	168	17	268	182	1	171	4		
2658	1	52	29	28	181	114	7		
2659	22	37	55	20	25	23	55		
2660	34	15	68	41	32	25	4		
2661	1	17	161	10	29	110	6		
2662	21	15	2	28	1	372	4		
2663	1	34	80	28	1	66	45		
2664	21	35	2	28	35	83	4		
2665	21	108	139	188	4	200	26		
2666	34	12	68	41	1	208	4		
2667	21	121	64	11	4	170	5		
2668	11	67	14	51	37	105	15		
2669	37	102	80	85	28	214	113		
2670	2	1	15	7	1	28	32		
2671	1	3	11	48	18	114	3		
2672	64	53	3	11	2	142	5		
2673	33	12	59	11	1	172	5		
2674	21	3	3	2	35	140	4		
2675	1	71	3	2	2	172	3		
2676	33	102	120	10	1	107	45		
2677	1	15	56	10	28	106	32		
2678	1	17	11	48	2	99	3		
2679	10	12	1	33	4	141	5		
2680	12	17	113	1	29	102	39		
2681	44	73	4	11	44	173	4		
2682	1	15	47	10	28	106	32		
2683	1	15	8	10	28	106	97		
2684	135	4	93	187	18	6	50		
2685	8	1	17	125	1	6	14		
2686	8	1	10	142	1	6	14		
2687	3	2	15	102	1	2	3		
2688	3	2	3	97	1	2	3		
2689	3	2	15	106	1	2	3		
2690	13	4	15	62	22	12	2		
2691	21	12	2	28	32	204	4		
2692	31	98	226	11	4	66	76		
2693	173	260	278	186	186	420	217		
2694	33	35	13	1	48	331	50		
2695	35	12	2	28	22	145	4		
2696	35	12	2	28	22	104	4		
2697	21	141	68	41	1	109	4		
2698	11	18	81	24	1	48	43		
2699	57	12	1	67	38	1	43		
2700	1	21	139	11	4	170	87		
2701	12	57	1	67	1	1	116		
2702	135	1	121	98	1	82	6		
2703	1	34	56	1	1	176	45		
2704	1	126	12	11	4	18	3		
2705	44	73	4	71	44	173	4		
2706	8	4	17	99	1	37	5		
2707	2	4	107	79	22	12	118		
2708	42	1	123	140	2	10	5		
2709	176	4	59	99	22	1	26		
2710	67	30	59	99	1	6	5		
2711	37	53	189	6	42	200	7		
2712	1	17	5	10	28	97	32		
2713	1	84	83	6	4	278	87		
2714	1	121	2	2	36	98	30		
2715	33	31	2	28	22	114	5		
2716	1	17	42	60	4	140	151		
2717	2	97	73	1	1	68	6		
2718	24	52	139	1	44	99	50		
2719	1	113	189	2	1	253	4		
2720	1	47	140	6	1	264	43		
2721	35	31	49	11	1	54	5		
2722	1	41	186	11	1	164	6		
2723	1	15	59	28	94	157	45		
2724	N	N	N	N	N	N	N		
2725	2	21	N	32	26	106	5		
2726	2	21	N	32	26	198	5		
2727	1	17	12	12	26	445	68		
2728	1	35	N	28	1	331	45		
2729	31	33	67	40	1	95	212		
2730	1	12	103	6	29	414	32		
2731	1	17	3	2	2	95	3		
2732	1	33	3	2	2	95	3		
2733	22	15	13	12	4	415	2		
2734	31	3	67	40	1	102	7		
2735	33	34	40	26	1	172	5		
2736	33	12	40	26	48	193	5		
2737	1	47	12	6	1	195	6		
2738	1	37	3	2	2	109	3		
2739	1	15	56	1	1	157	45		
2740	1	77	8	193	32	110	14		
2741	21	12	114	1	35	284	6		
2742	33	12	2	26	1	221	5		
2743	28	12	3	2	16	142	2		
2744	21	12	40	26	32	103	5		
2745	46	12	110	32	16	141	50		
2746	1	15	13	12	4	371	2		
2747	12	17	12	1	29	67	7		
2748	1	77	80	6	1	166	68		
2749	1	17	42	195	1	231	6		
2750	1	38	12	1	4	67	43		
2751	33	31	40	26	48	83	5		
2752	60	223	225	12	1	98	184		
2753	1	17	8	10	28	163	132		
2754	1	3	290	11	36	98	43		
2755	24	52	139	1	200	99	50		
2756	21	12	59	11	32	103	4		
2757	33	12	120	10	32	67	5		
2758	1	15	186	11	1	219	45		
2759	1	38	45	1	16	66	2		
2760	18	38	42	17	1	67	43		
2761	181	3	3	2	2	97	3		
2762	33	102	40	26	22	424	5		
2763	1	17	8	10	2	66	32		
2764	1	33	2	11	1	153	26		
2765	2	76	42	6	4	211	159		
2766	1	38	3	2	2	142	3		
2767	10	90	34	33	4	98	5		
2768	10	12	34	33	4	98	5		
2769	36	35	59	28	23	279	4		
2770	1	15	13	12	4	219	2		
2771	22	114	13	12	4	223	2		
2772	178	1	41	6	23	132	233		
2773	1	1	66	12	33	173	41		
2774	15	48	58	42	36	25	41		
2775	1	42	49	10	1	25	4		
2776	1	17	65	45	4	144	26		
